Item,TIME_PERIOD,FREQ,TYPE,Item_VALUE
HA.陸上運輸業#受僱人員報酬(新台幣百萬元),1985,A,原始值,42211
HA.陸上運輸業#營業盈餘(新台幣百萬元),1985,A,原始值,13831
HB.水上運輸業#生產總額(新台幣百萬元),1985,A,原始值,46711
HB.水上運輸業#中間消費(新台幣百萬元),1985,A,原始值,31173
HB.水上運輸業#國內生產毛額(新台幣百萬元),1985,A,原始值,15538
HB.水上運輸業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,516
HB.水上運輸業#固定資本消耗(新台幣百萬元),1985,A,原始值,6714
HB.水上運輸業#受僱人員報酬(新台幣百萬元),1985,A,原始值,5451
HB.水上運輸業#營業盈餘(新台幣百萬元),1985,A,原始值,2857
HC.航空運輸業#生產總額(新台幣百萬元),1985,A,原始值,28398
HC.航空運輸業#中間消費(新台幣百萬元),1985,A,原始值,19369
HC.航空運輸業#國內生產毛額(新台幣百萬元),1985,A,原始值,9029
HC.航空運輸業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,153
HC.航空運輸業#固定資本消耗(新台幣百萬元),1985,A,原始值,2984
HC.航空運輸業#受僱人員報酬(新台幣百萬元),1985,A,原始值,4103
HC.航空運輸業#營業盈餘(新台幣百萬元),1985,A,原始值,1789
HD.運輸輔助及倉儲業#生產總額(新台幣百萬元),1985,A,原始值,33071
HD.運輸輔助及倉儲業#中間消費(新台幣百萬元),1985,A,原始值,9958
HD.運輸輔助及倉儲業#國內生產毛額(新台幣百萬元),1985,A,原始值,23113
HD.運輸輔助及倉儲業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,928
HD.運輸輔助及倉儲業#固定資本消耗(新台幣百萬元),1985,A,原始值,6884
HD.運輸輔助及倉儲業#受僱人員報酬(新台幣百萬元),1985,A,原始值,12980
HD.運輸輔助及倉儲業#營業盈餘(新台幣百萬元),1985,A,原始值,2321
HE.郵政及快遞業#生產總額(新台幣百萬元),1985,A,原始值,6762
HE.郵政及快遞業#中間消費(新台幣百萬元),1985,A,原始值,2193
HE.郵政及快遞業#國內生產毛額(新台幣百萬元),1985,A,原始值,4569
HE.郵政及快遞業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,2
HE.郵政及快遞業#固定資本消耗(新台幣百萬元),1985,A,原始值,281
HE.郵政及快遞業#受僱人員報酬(新台幣百萬元),1985,A,原始值,4752
HE.郵政及快遞業#營業盈餘(新台幣百萬元),1985,A,原始值,-466
I.住宿及餐飲業#生產總額(新台幣百萬元),1985,A,原始值,64649
I.住宿及餐飲業#中間消費(新台幣百萬元),1985,A,原始值,30107
I.住宿及餐飲業#國內生產毛額(新台幣百萬元),1985,A,原始值,34542
I.住宿及餐飲業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,5022
I.住宿及餐飲業#固定資本消耗(新台幣百萬元),1985,A,原始值,913
I.住宿及餐飲業#受僱人員報酬(新台幣百萬元),1985,A,原始值,18658
I.住宿及餐飲業#營業盈餘(新台幣百萬元),1985,A,原始值,9949
IA住宿服務業#生產總額(新台幣百萬元),1985,A,原始值,18288
IA住宿服務業#中間消費(新台幣百萬元),1985,A,原始值,6436
IA住宿服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,11852
IA住宿服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,1716
IA住宿服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,239
IA住宿服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,6377
IA住宿服務業#營業盈餘(新台幣百萬元),1985,A,原始值,3520
IB.餐飲業#生產總額(新台幣百萬元),1985,A,原始值,46361
IB.餐飲業#中間消費(新台幣百萬元),1985,A,原始值,23671
IB.餐飲業#國內生產毛額(新台幣百萬元),1985,A,原始值,22690
IB.餐飲業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,3306
IB.餐飲業#固定資本消耗(新台幣百萬元),1985,A,原始值,674
IB.餐飲業#受僱人員報酬(新台幣百萬元),1985,A,原始值,12281
IB.餐飲業#營業盈餘(新台幣百萬元),1985,A,原始值,6429
J.資訊及通訊傳播業#生產總額(新台幣百萬元),1985,A,原始值,73479
J.資訊及通訊傳播業#中間消費(新台幣百萬元),1985,A,原始值,19837
J.資訊及通訊傳播業#國內生產毛額(新台幣百萬元),1985,A,原始值,53642
J.資訊及通訊傳播業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,643
J.資訊及通訊傳播業#固定資本消耗(新台幣百萬元),1985,A,原始值,11376
J.資訊及通訊傳播業#受僱人員報酬(新台幣百萬元),1985,A,原始值,18890
J.資訊及通訊傳播業#營業盈餘(新台幣百萬元),1985,A,原始值,22733
JA.傳播業#生產總額(新台幣百萬元),1985,A,原始值,23906
JA.傳播業#中間消費(新台幣百萬元),1985,A,原始值,12986
JA.傳播業#國內生產毛額(新台幣百萬元),1985,A,原始值,10920
JA.傳播業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,347
JA.傳播業#固定資本消耗(新台幣百萬元),1985,A,原始值,882
JA.傳播業#受僱人員報酬(新台幣百萬元),1985,A,原始值,7103
JA.傳播業#營業盈餘(新台幣百萬元),1985,A,原始值,2588
JB.電信業#生產總額(新台幣百萬元),1985,A,原始值,45822
JB.電信業#中間消費(新台幣百萬元),1985,A,原始值,5840
JB.電信業#國內生產毛額(新台幣百萬元),1985,A,原始值,39982
JB.電信業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,202
JB.電信業#固定資本消耗(新台幣百萬元),1985,A,原始值,10340
JB.電信業#受僱人員報酬(新台幣百萬元),1985,A,原始值,10293
JB.電信業#營業盈餘(新台幣百萬元),1985,A,原始值,19147
JC.資訊業#生產總額(新台幣百萬元),1985,A,原始值,3751
JC.資訊業#中間消費(新台幣百萬元),1985,A,原始值,1011
JC.資訊業#國內生產毛額(新台幣百萬元),1985,A,原始值,2740
JC.資訊業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,94
JC.資訊業#固定資本消耗(新台幣百萬元),1985,A,原始值,154
JC.資訊業#受僱人員報酬(新台幣百萬元),1985,A,原始值,1494
JC.資訊業#營業盈餘(新台幣百萬元),1985,A,原始值,998
K.金融及保險業#生產總額(新台幣百萬元),1985,A,原始值,120446
K.金融及保險業#中間消費(新台幣百萬元),1985,A,原始值,24456
K.金融及保險業#國內生產毛額(新台幣百萬元),1985,A,原始值,95990
K.金融及保險業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,12990
K.金融及保險業#固定資本消耗(新台幣百萬元),1985,A,原始值,2934
K.金融及保險業#受僱人員報酬(新台幣百萬元),1985,A,原始值,52160
K.金融及保險業#營業盈餘(新台幣百萬元),1985,A,原始值,27906
KA.金融中介業#生產總額(新台幣百萬元),1985,A,原始值,89662
KA.金融中介業#中間消費(新台幣百萬元),1985,A,原始值,14534
KA.金融中介業#國內生產毛額(新台幣百萬元),1985,A,原始值,75128
KA.金融中介業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,11752
KA.金融中介業#固定資本消耗(新台幣百萬元),1985,A,原始值,2495
KA.金融中介業#受僱人員報酬(新台幣百萬元),1985,A,原始值,34980
KA.金融中介業#營業盈餘(新台幣百萬元),1985,A,原始值,25901
KB.保險業#生產總額(新台幣百萬元),1985,A,原始值,28486
KB.保險業#中間消費(新台幣百萬元),1985,A,原始值,9015
KB.保險業#國內生產毛額(新台幣百萬元),1985,A,原始值,19471
KB.保險業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,1116
KB.保險業#固定資本消耗(新台幣百萬元),1985,A,原始值,437
KB.保險業#受僱人員報酬(新台幣百萬元),1985,A,原始值,15984
KB.保險業#營業盈餘(新台幣百萬元),1985,A,原始值,1934
KC.證券期貨及其他金融業#生產總額(新台幣百萬元),1985,A,原始值,2298
KC.證券期貨及其他金融業#中間消費(新台幣百萬元),1985,A,原始值,907
KC.證券期貨及其他金融業#國內生產毛額(新台幣百萬元),1985,A,原始值,1391
KC.證券期貨及其他金融業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,122
KC.證券期貨及其他金融業#固定資本消耗(新台幣百萬元),1985,A,原始值,2
KC.證券期貨及其他金融業#受僱人員報酬(新台幣百萬元),1985,A,原始值,1196
KC.證券期貨及其他金融業#營業盈餘(新台幣百萬元),1985,A,原始值,71
L.不動產及住宅服務業#生產總額(新台幣百萬元),1985,A,原始值,191254
L.不動產及住宅服務業#中間消費(新台幣百萬元),1985,A,原始值,58660
L.不動產及住宅服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,132594
L.不動產及住宅服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,12297
L.不動產及住宅服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,17789
L.不動產及住宅服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,4008
L.不動產及住宅服務業#營業盈餘(新台幣百萬元),1985,A,原始值,98500
LA.不動產業#生產總額(新台幣百萬元),1985,A,原始值,23366
LA.不動產業#中間消費(新台幣百萬元),1985,A,原始值,12268
LA.不動產業#國內生產毛額(新台幣百萬元),1985,A,原始值,11098
LA.不動產業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,871
LA.不動產業#固定資本消耗(新台幣百萬元),1985,A,原始值,538
LA.不動產業#受僱人員報酬(新台幣百萬元),1985,A,原始值,4008
LA.不動產業#營業盈餘(新台幣百萬元),1985,A,原始值,5681
LB.住宅服務#生產總額(新台幣百萬元),1985,A,原始值,167888
LB.住宅服務#中間消費(新台幣百萬元),1985,A,原始值,46392
LB.住宅服務#國內生產毛額(新台幣百萬元),1985,A,原始值,121496
LB.住宅服務#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,11426
LB.住宅服務#固定資本消耗(新台幣百萬元),1985,A,原始值,17251
LB.住宅服務#受僱人員報酬(新台幣百萬元),1985,A,原始值,0
LB.住宅服務#營業盈餘(新台幣百萬元),1985,A,原始值,92819
M.專業、科學及技術服務業#生產總額(新台幣百萬元),1985,A,原始值,48660
M.專業、科學及技術服務業#中間消費(新台幣百萬元),1985,A,原始值,16932
M.專業、科學及技術服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,31728
M.專業、科學及技術服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,902
M.專業、科學及技術服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,3392
M.專業、科學及技術服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,16729
M.專業、科學及技術服務業#營業盈餘(新台幣百萬元),1985,A,原始值,10705
N.支援服務業#生產總額(新台幣百萬元),1985,A,原始值,20033
N.支援服務業#中間消費(新台幣百萬元),1985,A,原始值,5599
N.支援服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,14434
N.支援服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,367
N.支援服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,2872
N.支援服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,5411
N.支援服務業#營業盈餘(新台幣百萬元),1985,A,原始值,5784
NA.租賃業#生產總額(新台幣百萬元),1985,A,原始值,12205
NA.租賃業#中間消費(新台幣百萬元),1985,A,原始值,2950
NA.租賃業#國內生產毛額(新台幣百萬元),1985,A,原始值,9255
NA.租賃業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,154
NA.租賃業#固定資本消耗(新台幣百萬元),1985,A,原始值,2568
NA.租賃業#受僱人員報酬(新台幣百萬元),1985,A,原始值,1757
NA.租賃業#營業盈餘(新台幣百萬元),1985,A,原始值,4776
NB.其他支援服務業#生產總額(新台幣百萬元),1985,A,原始值,7828
NB.其他支援服務業#中間消費(新台幣百萬元),1985,A,原始值,2649
NB.其他支援服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,5179
NB.其他支援服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,213
NB.其他支援服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,304
NB.其他支援服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,3654
NB.其他支援服務業#營業盈餘(新台幣百萬元),1985,A,原始值,1008
O.公共行政及國防；強制性社會安全#生產總額(新台幣百萬元),1985,A,原始值,375163
O.公共行政及國防；強制性社會安全#中間消費(新台幣百萬元),1985,A,原始值,156685
O.公共行政及國防；強制性社會安全#國內生產毛額(新台幣百萬元),1985,A,原始值,218478
O.公共行政及國防；強制性社會安全#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,60
O.公共行政及國防；強制性社會安全#固定資本消耗(新台幣百萬元),1985,A,原始值,28674
O.公共行政及國防；強制性社會安全#受僱人員報酬(新台幣百萬元),1985,A,原始值,189744
O.公共行政及國防；強制性社會安全#營業盈餘(新台幣百萬元),1985,A,原始值,0
P.教育服務業#生產總額(新台幣百萬元),1985,A,原始值,78778
P.教育服務業#中間消費(新台幣百萬元),1985,A,原始值,9760
P.教育服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,69018
P.教育服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,-526
P.教育服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,5154
P.教育服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,63514
P.教育服務業#營業盈餘(新台幣百萬元),1985,A,原始值,876
Q.醫療保健及社會工作服務業#生產總額(新台幣百萬元),1985,A,原始值,46062
Q.醫療保健及社會工作服務業#中間消費(新台幣百萬元),1985,A,原始值,19795
Q.醫療保健及社會工作服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,26267
Q.醫療保健及社會工作服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,391
Q.醫療保健及社會工作服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,2110
Q.醫療保健及社會工作服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,19088
Q.醫療保健及社會工作服務業#營業盈餘(新台幣百萬元),1985,A,原始值,4678
QA.醫療保健服務業#生產總額(新台幣百萬元),1985,A,原始值,43582
QA.醫療保健服務業#中間消費(新台幣百萬元),1985,A,原始值,18597
QA.醫療保健服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,24985
QA.醫療保健服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,371
QA.醫療保健服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,2036
QA.醫療保健服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,17900
QA.醫療保健服務業#營業盈餘(新台幣百萬元),1985,A,原始值,4678
QB.社會工作服務業#生產總額(新台幣百萬元),1985,A,原始值,2480
QB.社會工作服務業#中間消費(新台幣百萬元),1985,A,原始值,1198
QB.社會工作服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,1282
QB.社會工作服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,20
QB.社會工作服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,74
QB.社會工作服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,1188
QB.社會工作服務業#營業盈餘(新台幣百萬元),1985,A,原始值,0
R.藝術、娛樂及休閒服務業#生產總額(新台幣百萬元),1985,A,原始值,23596
R.藝術、娛樂及休閒服務業#中間消費(新台幣百萬元),1985,A,原始值,10265
R.藝術、娛樂及休閒服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,13331
R.藝術、娛樂及休閒服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,1880
R.藝術、娛樂及休閒服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,1585
R.藝術、娛樂及休閒服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,8532
R.藝術、娛樂及休閒服務業#營業盈餘(新台幣百萬元),1985,A,原始值,1334
S.其他服務業#生產總額(新台幣百萬元),1985,A,原始值,76812
S.其他服務業#中間消費(新台幣百萬元),1985,A,原始值,19277
S.其他服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,57535
S.其他服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,1589
S.其他服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,1174
S.其他服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,45699
S.其他服務業#營業盈餘(新台幣百萬元),1985,A,原始值,9073
SA.宗教、職業及類似組織#生產總額(新台幣百萬元),1985,A,原始值,10921
SA.宗教、職業及類似組織#中間消費(新台幣百萬元),1985,A,原始值,4843
SA.宗教、職業及類似組織#國內生產毛額(新台幣百萬元),1985,A,原始值,6078
SA.宗教、職業及類似組織#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,200
SA.宗教、職業及類似組織#固定資本消耗(新台幣百萬元),1985,A,原始值,209
SA.宗教、職業及類似組織#受僱人員報酬(新台幣百萬元),1985,A,原始值,5669
SA.宗教、職業及類似組織#營業盈餘(新台幣百萬元),1985,A,原始值,0
SB.家事服務業#生產總額(新台幣百萬元),1985,A,原始值,14518
SB.家事服務業#中間消費(新台幣百萬元),1985,A,原始值,0
SB.家事服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,14518
SB.家事服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,0
SB.家事服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,0
SB.家事服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,14518
SB.家事服務業#營業盈餘(新台幣百萬元),1985,A,原始值,0
SC.未分類其他服務業#生產總額(新台幣百萬元),1985,A,原始值,51373
SC.未分類其他服務業#中間消費(新台幣百萬元),1985,A,原始值,14434
SC.未分類其他服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,36939
SC.未分類其他服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,1389
SC.未分類其他服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,965
SC.未分類其他服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,25512
SC.未分類其他服務業#營業盈餘(新台幣百萬元),1985,A,原始值,9073
合計#生產總額(新台幣百萬元),1985,A,原始值,6003834
合計#中間消費(新台幣百萬元),1985,A,原始值,3551871
合計#國內生產毛額(新台幣百萬元),1985,A,原始值,2451963
合計#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,186630
合計#固定資本消耗(新台幣百萬元),1985,A,原始值,253679
合計#受僱人員報酬(新台幣百萬元),1985,A,原始值,1254999
合計#營業盈餘(新台幣百萬元),1985,A,原始值,756655
進口稅#生產總額(新台幣百萬元),1985,A,原始值,81783
進口稅#中間消費(新台幣百萬元),1985,A,原始值,
進口稅#國內生產毛額(新台幣百萬元),1985,A,原始值,81783
進口稅#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,81783
進口稅#固定資本消耗(新台幣百萬元),1985,A,原始值,
進口稅#受僱人員報酬(新台幣百萬元),1985,A,原始值,
進口稅#營業盈餘(新台幣百萬元),1985,A,原始值,
加值型營業稅#生產總額(新台幣百萬元),1985,A,原始值,
加值型營業稅#中間消費(新台幣百萬元),1985,A,原始值,
加值型營業稅#國內生產毛額(新台幣百萬元),1985,A,原始值,
加值型營業稅#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,
加值型營業稅#固定資本消耗(新台幣百萬元),1985,A,原始值,
加值型營業稅#受僱人員報酬(新台幣百萬元),1985,A,原始值,
加值型營業稅#營業盈餘(新台幣百萬元),1985,A,原始值,
總計(生產面)#生產總額(新台幣百萬元),1985,A,原始值,6085617
總計(生產面)#中間消費(新台幣百萬元),1985,A,原始值,3551871
總計(生產面)#國內生產毛額(新台幣百萬元),1985,A,原始值,2533746
總計(生產面)#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,268413
總計(生產面)#固定資本消耗(新台幣百萬元),1985,A,原始值,253679
總計(生產面)#受僱人員報酬(新台幣百萬元),1985,A,原始值,1254999
總計(生產面)#營業盈餘(新台幣百萬元),1985,A,原始值,756655
按三級產業分:農業#生產總額(新台幣百萬元),1985,A,原始值,305057
按三級產業分:農業#中間消費(新台幣百萬元),1985,A,原始值,160456
按三級產業分:農業#國內生產毛額(新台幣百萬元),1985,A,原始值,144601
按三級產業分:農業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,-1328
按三級產業分:農業#固定資本消耗(新台幣百萬元),1985,A,原始值,7025
按三級產業分:農業#受僱人員報酬(新台幣百萬元),1985,A,原始值,50306
按三級產業分:農業#營業盈餘(新台幣百萬元),1985,A,原始值,88598
按三級產業分:工業#生產總額(新台幣百萬元),1985,A,原始值,3876707
按三級產業分:工業#中間消費(新台幣百萬元),1985,A,原始值,2742762
按三級產業分:工業#國內生產毛額(新台幣百萬元),1985,A,原始值,1133945
按三級產業分:工業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,127058
按三級產業分:工業#固定資本消耗(新台幣百萬元),1985,A,原始值,132786
按三級產業分:工業#受僱人員報酬(新台幣百萬元),1985,A,原始值,548725
按三級產業分:工業#營業盈餘(新台幣百萬元),1985,A,原始值,325376
按三級產業分:服務業#生產總額(新台幣百萬元),1985,A,原始值,1903853
按三級產業分:服務業#中間消費(新台幣百萬元),1985,A,原始值,648653
按三級產業分:服務業#國內生產毛額(新台幣百萬元),1985,A,原始值,1255200
按三級產業分:服務業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,142683
按三級產業分:服務業#固定資本消耗(新台幣百萬元),1985,A,原始值,113868
按三級產業分:服務業#受僱人員報酬(新台幣百萬元),1985,A,原始值,655968
按三級產業分:服務業#營業盈餘(新台幣百萬元),1985,A,原始值,342681
補充項目:ICT產業#生產總額(新台幣百萬元),1985,A,原始值,369235
補充項目:ICT產業#中間消費(新台幣百萬元),1985,A,原始值,245564
補充項目:ICT產業#國內生產毛額(新台幣百萬元),1985,A,原始值,123671
補充項目:ICT產業#生產及進口稅淨額(新台幣百萬元),1985,A,原始值,7289
補充項目:ICT產業#固定資本消耗(新台幣百萬元),1985,A,原始值,26508
補充項目:ICT產業#受僱人員報酬(新台幣百萬元),1985,A,原始值,56662
補充項目:ICT產業#營業盈餘(新台幣百萬元),1985,A,原始值,33212
A.農、林、漁、牧業#生產總額(新台幣百萬元),1986,A,原始值,331032
A.農、林、漁、牧業#中間消費(新台幣百萬元),1986,A,原始值,171279
A.農、林、漁、牧業#國內生產毛額(新台幣百萬元),1986,A,原始值,159753
A.農、林、漁、牧業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,-2008
A.農、林、漁、牧業#固定資本消耗(新台幣百萬元),1986,A,原始值,7496
A.農、林、漁、牧業#受僱人員報酬(新台幣百萬元),1986,A,原始值,52296
A.農、林、漁、牧業#營業盈餘(新台幣百萬元),1986,A,原始值,101969
AA.農耕業#生產總額(新台幣百萬元),1986,A,原始值,142033
AA.農耕業#中間消費(新台幣百萬元),1986,A,原始值,44981
AA.農耕業#國內生產毛額(新台幣百萬元),1986,A,原始值,97052
AA.農耕業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,-1351
AA.農耕業#固定資本消耗(新台幣百萬元),1986,A,原始值,3845
AA.農耕業#受僱人員報酬(新台幣百萬元),1986,A,原始值,25978
AA.農耕業#營業盈餘(新台幣百萬元),1986,A,原始值,68580
AB.畜牧業#生產總額(新台幣百萬元),1986,A,原始值,103469
AB.畜牧業#中間消費(新台幣百萬元),1986,A,原始值,83646
AB.畜牧業#國內生產毛額(新台幣百萬元),1986,A,原始值,19823
AB.畜牧業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,12
AB.畜牧業#固定資本消耗(新台幣百萬元),1986,A,原始值,1057
AB.畜牧業#受僱人員報酬(新台幣百萬元),1986,A,原始值,1741
AB.畜牧業#營業盈餘(新台幣百萬元),1986,A,原始值,17013
AC.林業#生產總額(新台幣百萬元),1986,A,原始值,8783
AC.林業#中間消費(新台幣百萬元),1986,A,原始值,2479
AC.林業#國內生產毛額(新台幣百萬元),1986,A,原始值,6304
AC.林業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,-1095
AC.林業#固定資本消耗(新台幣百萬元),1986,A,原始值,217
AC.林業#受僱人員報酬(新台幣百萬元),1986,A,原始值,5785
AC.林業#營業盈餘(新台幣百萬元),1986,A,原始值,1397
AD.漁業#生產總額(新台幣百萬元),1986,A,原始值,76747
AD.漁業#中間消費(新台幣百萬元),1986,A,原始值,40173
AD.漁業#國內生產毛額(新台幣百萬元),1986,A,原始值,36574
AD.漁業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,426
AD.漁業#固定資本消耗(新台幣百萬元),1986,A,原始值,2377
AD.漁業#受僱人員報酬(新台幣百萬元),1986,A,原始值,18792
AD.漁業#營業盈餘(新台幣百萬元),1986,A,原始值,14979
B.礦業及土石採取業#生產總額(新台幣百萬元),1986,A,原始值,24840
B.礦業及土石採取業#中間消費(新台幣百萬元),1986,A,原始值,12315
B.礦業及土石採取業#國內生產毛額(新台幣百萬元),1986,A,原始值,12525
B.礦業及土石採取業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,204
B.礦業及土石採取業#固定資本消耗(新台幣百萬元),1986,A,原始值,3008
B.礦業及土石採取業#受僱人員報酬(新台幣百萬元),1986,A,原始值,7833
B.礦業及土石採取業#營業盈餘(新台幣百萬元),1986,A,原始值,1480
C.製造業#生產總額(新台幣百萬元),1986,A,原始值,3902467
C.製造業#中間消費(新台幣百萬元),1986,A,原始值,2782235
C.製造業#國內生產毛額(新台幣百萬元),1986,A,原始值,1120232
C.製造業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,107603
C.製造業#固定資本消耗(新台幣百萬元),1986,A,原始值,92453
C.製造業#受僱人員報酬(新台幣百萬元),1986,A,原始值,537114
C.製造業#營業盈餘(新台幣百萬元),1986,A,原始值,383062
CA.食品製造業#生產總額(新台幣百萬元),1986,A,原始值,332243
CA.食品製造業#中間消費(新台幣百萬元),1986,A,原始值,263531
CA.食品製造業#國內生產毛額(新台幣百萬元),1986,A,原始值,68712
CA.食品製造業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,11031
CA.食品製造業#固定資本消耗(新台幣百萬元),1986,A,原始值,4890
CA.食品製造業#受僱人員報酬(新台幣百萬元),1986,A,原始值,29987
CA.食品製造業#營業盈餘(新台幣百萬元),1986,A,原始值,22804
CB.飲料及菸草製造業#生產總額(新台幣百萬元),1986,A,原始值,123043
CB.飲料及菸草製造業#中間消費(新台幣百萬元),1986,A,原始值,67849
CB.飲料及菸草製造業#國內生產毛額(新台幣百萬元),1986,A,原始值,55194
CB.飲料及菸草製造業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,37999
CB.飲料及菸草製造業#固定資本消耗(新台幣百萬元),1986,A,原始值,1512
CB.飲料及菸草製造業#受僱人員報酬(新台幣百萬元),1986,A,原始值,6841
CB.飲料及菸草製造業#營業盈餘(新台幣百萬元),1986,A,原始值,8842
CC.紡織業#生產總額(新台幣百萬元),1986,A,原始值,355056
CC.紡織業#中間消費(新台幣百萬元),1986,A,原始值,254250
CC.紡織業#國內生產毛額(新台幣百萬元),1986,A,原始值,100806
CC.紡織業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,2304
CC.紡織業#固定資本消耗(新台幣百萬元),1986,A,原始值,10220
CC.紡織業#受僱人員報酬(新台幣百萬元),1986,A,原始值,54593
CC.紡織業#營業盈餘(新台幣百萬元),1986,A,原始值,33689
CD.成衣及服飾品製造業#生產總額(新台幣百萬元),1986,A,原始值,206185
CD.成衣及服飾品製造業#中間消費(新台幣百萬元),1986,A,原始值,144429
CD.成衣及服飾品製造業#國內生產毛額(新台幣百萬元),1986,A,原始值,61756
CD.成衣及服飾品製造業#生產及進口稅淨額(新台幣百萬元),1986,A,原始值,460
CD.成衣及服飾品製造業#固定資本消耗(新台幣百萬元),1986,A,原始值,797
CD.成衣及服飾品製造業#受僱人員報酬(新台幣百萬元),1986,A,原始值,45409
CD.成衣及服飾品製造業#營業盈餘(新台幣百萬元),1986,A,原始值,15090
CE.皮革、毛皮及其製品製造業#生產總額(新台幣百萬元),1986,A,原始值,188555
